Sentence #,Word,Tag
,and,
,four,
,others,
,",",
,including,
,a,
,U.S.,B-gpe
,soldier,
,",",
,were,
,injured,
,in,
,the,
,fighting,
,.,
Sentence: 110,Another,
,militant,
,was,
,killed,
,by,
,U.S.,B-gpe
,troops,
,in,
,eastern,
,Paktika,B-ge
,province,
,.,
Sentence: 111,Separately,
,",",
,officials,
,say,
,four,
,British,B-gpe
,soldiers,
,from,
,the,
,NATO-led,
,peacekeeping,
,mission,
,were,
,wounded,
,early,
,Saturday,B-tim
,in,
,an,
,attack,
,in,
,the,
,northern,
,city,
,of,
,Mazar-e-Sharif,B-ge
,.,
Sentence: 112,It,
,was,
,not,
,immediately,
,clear,
,what,
,motivated,
,the,
,attack,
,.,
Sentence: 113,Taleban,B-rg
,rebels,
,are,
,not,
,known,
,to,
,operate,
,in,
,northern,
,Afghanistan,B-ge
,and,
,the,
,area,
,has,
,been,
,spared,
,much,
,of,
,the,
,bloodshed,
,that,
,has,
,plagued,
,southern,
,and,
,eastern,
,regions,
,.,
Sentence: 114,Russian,B-gpe
,officials,
,say,
,at,
,least,
,five,
,more,
,people,
,have,
,died,
,from,
,a,
,wave,
,of,
,extremely,
,cold,
,weather,
,gripping,
,the,
,nation,
,",",
,bringing,
,the,
,death,
,toll,
,to,
,43,
,in,
,the,
,past,
,week,
,.,
Sentence: 115,Emergency,
,medical,
,officials,
,say,
,the,
,five,
,victims,
,died,
,in,
,Moscow,B-ge
,from,
,exposure,
,",",
,and,
,another,
,19,
,people,
,are,
,hospitalized,
,with,
,hypothermia,
,.,
Sentence: 116,Russia,B-ge
,'s,
,Itar-Tass,B-rg
,news,
,agency,
,quotes,
,a,
,medical,
,official,
,as,
,saying,
,some,
,of,
,the,
,victims,
,were,
,intoxicated,
,or,
,homeless,
,.,
Sentence: 117,The,
,unusually,
,cold,
,weather,
,is,
,affecting,
,Russia,B-ge
,",",
,the,
,Baltic,B-ge
,states,I-ge
,of,
,Lithuania,B-ge
,",",
,Latvia,B-ge
,and,
,Estonia,B-ge
,",",
,and,
,is,
,moving,
,into,
,the,
,Nordic,
,countries,
,.,
Sentence: 118,The,
,death,
,toll,
,is,
,expected,
,to,
,rise,
,as,
,temperatures,
,continue,
,to,
,hover,
,around,
,minus,
,30,
,degrees,
,Celsius,
,or,
,lower,
,overnight,
,.,
Sentence: 119,Emergency,
,power,
,rationing,
,has,
,been,
,put,
,into,
,effect,
,around,
,Moscow,B-ge
,.,
Sentence: 120,Health,
,officials,
,in,
,Vietnam,B-ge
,say,
,a,
,deadly,
,strain,
,of,
,the,
,bird,
,flu,
,virus,
,has,
,killed,
,a,
,second,
,Vietnamese,B-gpe
,man,
,this,
,week,
,",",
,raising,
,the,
,country,
,'s,
,death,
,toll,
,from,
,the,
,virus,
,to,
,50,
,.,
Sentence: 121,Officials,
,say,
,the,
,27-year,
,old,
,man,
,from,
,Vietnam,B-ge
,'s,
,northern,
,Ninh,B-gpe
,Binh,I-gpe
,province,
,died,
,late,
,Thursday,B-tim
,and,
,tested,
,positive,
,for,
,the,
,H5N1,B-nat
,strain,
,of,
,bird,
,flu,
,.,
Sentence: 122,Officials,
,say,
,the,
,man,
,fell,
,ill,
,after,
,slaughtering,
,two,
,chickens,
,at,
,his,
,home,
,.,
Sentence: 123,He,
,is,
,the,
,third,
,person,
,to,
,die,
,from,
,avian,
,influenza,
,in,
,Vietnam,B-ge
,this,
,year,
,.,
Sentence: 124,Not,
,counting,
,the,
,latest,
,death,
,",",
,the,
,World,B-rg
,Health,I-rg
,Organization,I-rg
,says,
,227,
,people,
,around,
,the,
,world,
,have,
,died,
,from,
,bird,
,flu,
,since,
,2003,B-tim
,.,
Sentence: 125,Most,
,of,
,the,
,world,
,'s,
,cases,
,",",
,103,
,",",
,have,
,occurred,
,in,
,Indonesia,B-ge
,.,
Sentence: 126,Witnesses,
,in,
,Somalia,B-ge
,say,
,insurgents,
,have,
,burned,
,and,
,dragged,
,the,
,bodies,
,of,
,at,
,least,
,two,
,soldiers,
,through,
,the,
,streets,
,of,
,Mogadishu,B-ge
,",",
,after,
,a,
,clash,
,between,
,militants,
,and,
,Ethiopian,B-gpe
,forces,
,killed,
,seven,
,people,
,.,
Sentence: 127,The,
,violence,
,erupted,
,Wednesday,B-tim
,after,
,insurgents,
,attacked,
,Ethiopian,B-gpe
,tanks,
,rolling,
,through,
,an,
,insurgent,
,stronghold,
,near,
,the,
,headquarters,
,of,
,the,
,former,
,Defense,B-rg
,Ministry,I-rg
,in,
,southern,
,Mogadishu,B-ge
,.,
Sentence: 128,Witnesses,
,say,
,the,
,Ethiopian,B-gpe
,troops,
,returned,
,heavy,
,fire,
,and,
,that,
,several,
,people,
,were,
,wounded,
,in,
,the,
,fighting,
,.,
Sentence: 129,Ethiopia,B-gpe
,deployed,
,soldiers,
,to,
,Somalia,B-ge
,last,
,December,B-tim
,to,
,help,
,the,
,interim,
,government,
,push,
,an,
,Islamist,
,movement,
,from,
,power,
,.,
Sentence: 130,Somalia,B-gpe
,'s,
,internationally-recognized,
,government,
,has,
,since,
,been,
,struggling,
,to,
,contain,
,regular,
,outbursts,
,of,
,violence,
,by,
,fighters,
,loyal,
,to,
,the,
,fallen,
,Islamist,B-rg
,movement,
,.,
Sentence: 131,The,
,African,B-rg
,Union,I-rg
,has,
,deployed,
,troops,
,to,
,Somalia,B-ge
,to,
,replace,
,the,
,Ethiopian,B-gpe
,forces,
,",",
,which,
,Addis,B-gpe
,Ababa,I-gpe
,plans,
,to,
,withdraw,
,.,
Sentence: 132,Top,
,Palestinian,B-gpe
,negotiator,
,Ahmed,B-per
,Qureia,I-per
,says,
,Israeli,B-gpe
,and,
,Palestinian,B-gpe
,mediators,
,have,
,agreed,
,to,
,prepare,
,a,
,document,
,outlining,
,their,
,progress,
,toward,
,a,
,peace,
,accord,
,.,
Sentence: 133,In,
,remarks,
,to,
,reporters,
,",",
,Qureia,B-per
,said,
,the,
,two,
,sides,
,agreed,
,during,
,recent,
,meetings,
,to,
,begin,
,writing,
,out,
,their,
,positions,
,on,
,all,
,issues,
,discussed,
,during,
,peace,
,negotiations,
,.,
Sentence: 134,He,
,did,
,not,
,elaborate,
,on,
,why,
,negotiators,
,had,
,come,
,to,
,the,
,decision,
,.,
Sentence: 135,Israeli,B-gpe
,Prime,B-per
,Minister,I-per
,Ehud,I-per
,Olmert,I-per
,and,
,Palestinian,B-gpe
,President,B-per
,Mahmoud,I-per
,Abbas,I-per
,resumed,
,U.S.-brokered,
,peace,
,talks,
,last,
,November,B-tim
,",",
,but,
,progress,
,has,
,been,
,slow,
,.,
Sentence: 136,The,
,two,
,sides,
,have,
,expressed,
,hope,
,at,
,reaching,
,a,
,peace,
,deal,
,before,
,U.S.,B-gpe
,President,B-per
,George,I-per
,Bush,I-per
,leaves,
,office,
,early,
,next,
,year,
,.,
Sentence: 137,But,
,Qureia,B-per
,said,
,Wednesday,B-tim
,that,
,reaching,
,a,
,peace,
,agreement,
,with,
,Israel,B-ge
,before,
,Mr.,B-per
,Bush,I-per
,leaves,
,office,
,will,
,take,
,a,
,"""",
,miracle,
,.,
,"""",
Sentence: 138,He,
,told,
,reporters,
,in,
,the,
,West,B-ge
,Bank,I-ge
,that,
,there,
,is,
,still,
,room,
,for,
,progress,
,in,
,Israeli-Palestinian,
,negotiations,
,.,
Sentence: 139,The,
,Israeli,B-gpe
,military,
,says,
,Major,B-per
,General,I-per
,Udi,I-per
,Adam,I-per
,-,
,the,
,head,
,of,
,the,
,army,
,'s,
,Northern,B-rg
,Command,I-rg
,-,
,has,
,announced,
,his,
,resignation,
,.,
Sentence: 140,A,
,military,
,statement,
,Wednesday,B-tim
,",",
,said,
,General,B-per
,Adam,I-per
,has,
,asked,
,to,
,leave,
,his,
,post,
,"""",
,as,
,soon,
,as,
,possible,
,",",
,"""",
,and,
,the,
,chief,
,of,
,staff,
,has,
,accepted,
,the,
,request,
,to,
,begin,
,the,
,process,
,of,
,his,
,replacement,
,.,
Sentence: 141,Adam,B-per
,was,
,widely,
,expected,
,to,
,leave,
,the,
,army,
,after,
,he,
,was,
,pushed,
,aside,
,near,
,the,
,end,
,of,
,the,
,34-day,
,war,
,against,
,Hezbollah,B-rg
,guerrillas,
,in,
,Lebanon,B-ge
,.,
Sentence: 142,He,
,was,
,replaced,
,by,
,another,
,general,
,as,
,"""",
,coordinator,
,of,
,operations,
,in,
,Lebanon,B-ge
,.,
,"""",
Sentence: 143,Israeli,B-gpe
,media,
,say,
,Adam,B-per
,had,
,several,
,disagreements,
,with,
,the,
,army,
,chief,
,",",
,Lieutenant,B-per
,General,I-per
,Dan,I-per
,Halutz,I-per
,",",
,over,
,the,
,conduct,
,of,
,the,
,war,
,.,
Sentence: 144,A,
,Washington-based,
,research,
,institute,
,says,
,Pakistan,B-gpe
,is,
,building,
,a,
,nuclear,
,reactor,
,that,
,could,
,produce,
,enough,
,plutonium,
,for,
,40,
,to,
,50,
,nuclear,
,weapons,
,a,
,year,
,.,
Sentence: 145,The,
,Institute,B-rg
,for,I-rg
,Science,I-rg
,and,I-rg
,International,I-rg
,Security,I-rg
,reports,
,that,
,satellite,
,photos,
,show,
,a,
,possible,
,construction,
,site,
,for,
,a,
,larger,
,nuclear,
,reactor,
,near,
,the,
,small,
,one,
,in,
,the,
,Khushab,B-ge
,district,
,of,
,Punjab,B-ge
,province,
,.,
Sentence: 146,The,
,report,
,says,
,such,
,a,
,reactor,
,could,
,produce,
,over,
,200,
,kilograms,
,of,
,weapons-grade,
,plutonium,
,",",
,good,
,for,
,40,
,to,
,50,
,nuclear,
,weapons,
,a,
,year,
,.,
Sentence: 147,According,
,to,
,some,
,media,
,reports,
,",",
,Pakistan,B-gpe
,is,
,now,
,capable,
,of,
,producing,
,plutonium,
,for,
,just,
,two,
,warheads,
,a,
,year,
,.,
Sentence: 148,Pakistan,B-ge
,'s,
,Foreign,B-rg
,Ministry,I-rg
,spokeswoman,
,Tasnim,B-per
,Aslam,I-per
,declined,
,to,
,say,
,whether,
,a,
,new,
,reactor,
,is,
,being,
,constructed,
,",",
,but,
,she,
,said,
,the,
,presence,
,of,
,a,
,nuclear,
,weapons,
,program,
,and,
,facilities,
,at,
,Khushab,B-ge
,are,
,well,
,known,
,.,
Sentence: 149,The,
,American,B-rg
,Diabetes,I-rg
,Association,I-rg
,reports,
,the,
,disease,
,is,
,the,
,leading,
,cause,
,of,
,new,
,cases,
,of,
,blindness,
,among,
,adults,
,.,
Sentence: 150,It,
,is,
,the,
,leading,
,cause,
,of,
,kidney,
,failure,
,.,
Sentence: 151,The,
,rate,
,of,
,amputation,
,is,
,10,
,times,
,higher,
,among,
,those,
,who,
,suffer,
,from,
,the,
,disease,
,.,
Sentence: 152,Experts,
,say,
,those,
,who,
,learn,
,how,
,to,
,manage,
,the,
,disease,
,early,
,",",
,can,
,live,
,healthier,
,and,
,more,
,normal,
,lives,
,.,
Sentence: 153,VOA,B-rg
,'s,
,June,B-per
,Soh,I-per
,found,
,camps,
,that,
,provide,
,children,
,with,
,this,
,chronic,
,disease,
,a,
,positive,
,approach,
,to,
,living,
,with,
,diabetes,
,while,
,letting,
,them,
,just,
,be,
,kids,
,.,
Sentence: 154,Amy,B-per
,Katz,I-per
,Narrates,
,.,
Sentence: 155,Cuba,B-gpe
,and,
,Panama,B-gpe
,have,
,said,
,they,
,will,
,restore,
,consular,
,relations,
,",",
,months,
,after,
,Havana,B-gpe
,broke,
,ties,
,with,
,Panama,B-gpe
,City,I-gpe
,for,
,pardoning,
,four,
,men,
,convicted,
,in,
,connection,
,with,
,an,
,assassination,
,attempt,
,against,
,Cuban,B-gpe
,President,B-per
,Fidel,I-per
,Castro,I-per
,.,
Sentence: 156,The,
,countries,
,agreed,
,to,
,reopen,
,their,
,consulates,
,",",
,following,
,a,
,meeting,
,Friday,B-tim
,between,
,Panamanian,B-gpe
,President,B-per
,Martin,I-per
,Torrijos,I-per
,and,
,Cuban,B-gpe
,Vice,B-per
,President,I-per
,Carlos,I-per
,Lage,I-per
,.,
Sentence: 157,The,
,meeting,
,took,
,place,
,on,
,the,
,sidelines,
,of,
,the,
,Ibero-American,
,Summit,
,in,
,San,B-ge
,Jose,I-ge
,",",
,Costa,B-ge
,Rica,I-ge
,",",
,where,
,heads,
,of,
,state,
,were,
,meeting,
,to,
,discuss,
,a,
,candidate,
,to,
,head,
,the,
,Organization,B-rg
,of,I-rg
,American,I-rg
,States,I-rg
,and,
,other,
,regional,
,issues,
,.,
Sentence: 158,Cuba,B-gpe
,severed,
,ties,
,with,
,Panama,B-gpe
,in,
,August,B-tim
,",",
,hours,
,after,
,Panamanian,B-gpe
,President,B-per
,Mireya,I-per
,Moscoso,I-per
,",",
,in,
,her,
,final,
,days,
,in,
,office,
,",",
,pardoned,
,the,
,men,
,",",
,preventing,
,their,
,extradition,
,to,
,Cuba,B-ge
,.,
Sentence: 159,They,
,were,
,convicted,
,of,
,plotting,
,to,
,kill,
,Mr.,B-per
,Castro,I-per
,during,
,the,
,2000,B-tim
,Ibero-American,
,summit,
,in,
,Panama,B-ge
,City,I-ge
,.,
Sentence: 160,The,
,Israeli,B-gpe
,army,
,has,
,killed,
,a,
,Palestinian,B-gpe
,youth,
,in,
,the,
,northern,
,Gaza,B-ge
,Strip,I-ge
,and,
,wounded,
,at,
,least,
,three,
,other,
,people,
,.,
Sentence: 161,The,
,army,
,says,
,it,
,targeted,
,a,
,man,
,who,
,was,
,collecting,
,a,
,rocket,
,launcher,
,from,
,an,
,area,
,used,
,to,
,fire,
,rockets,
,at,
,Israel,B-ge
,recently,
,.,
Sentence: 162,Palestinian,B-gpe
,medical,
,sources,
,say,
,the,
,Israeli,B-gpe
,strike,
,killed,
,a,
,teenager,
,.,
Sentence: 163,The,
,Israeli,B-gpe
,military,
,began,
,an,
,offensive,
,in,
,Gaza,B-ge
,after,
,militants,
,kidnapped,
,an,
,Israeli,B-gpe
,soldier,
,in,
,June,B-tim
,.,
Sentence: 164,More,
,than,
,200,
,Palestinians,B-gpe
,have,
,been,
,killed,
,in,
,the,
,offensive,
,.,
Sentence: 165,On,
,Sunday,B-tim
,",",
,Palestinian,B-gpe
,Prime,B-per
,Minister,I-per
,Ismail,I-per
,Haniyeh,I-per
,said,
,his,
,Hamas-led,
,government,
,will,
,not,
,recognize,
,Israel,B-gpe
,.,
Sentence: 166,He,
,said,
,an,
,Arab,B-gpe
,peace,
,plan,
,for,
,the,
,region,
,is,
,problematic,
,because,
,it,
,requires,
,Palestinians,B-gpe
,to,
,recognize,
,Israel,B-gpe
,in,
,exchange,
,for,
,an,
,Israeli,B-gpe
,pullout,
,from,
,Palestinian,B-gpe
,territories,
,.,
Sentence: 167,He,
,spoke,
,after,
,a,
,week,
,of,
,deadly,
,political,
,infighting,
,between,
,Hamas,B-rg
,and,
,the,
,rival,
,Fatah,B-rg
,party,
,of,
,President,B-per
,Mahmoud,I-per
,Abbas,I-per
,.,
Sentence: 168,U.S.,B-ge
,automaker,
,Chrysler,B-rg
,has,
,opened,
,a,
,$,
,570,
,million,
,engine,
,plant,
,in,
,northern,
,Mexico,B-ge
,.,
Sentence: 169,During,
,the,
,ceremonial,
,startup,
,of,
,the,
,Saltillo,B-art
,plant,
,Friday,B-tim
,",",
,Mexican,B-gpe
,President,B-per
,Felipe,I-per
,Calderon,I-per
,said,
,Chrysler,B-rg
,'s,
,sixth,
,plant,
,in,
,Mexico,B-ge
,will,
,create,
,700,
,jobs,
,.,
Sentence: 170,Mr.,B-per
,Calderon,I-per
,said,
,Mexico,B-gpe
,has,
,become,
,a,
,worldwide,
,leader,
,in,
,the,
,auto,
,industry,
,.,
Sentence: 171,Chrysler,B-rg
,plans,
,to,
,build,
,its,
,new,
,fuel-efficient,
,Pentastar,B-art
,V-6,I-art
,engine,
,for,
,Chrysler,B-art
,",",
,Dodge,B-art
,",",
,Jeep,B-art
,and,
,Ram,B-art
,vehicles,
,.,
Sentence: 172,Mexican,B-gpe
,officials,
,say,
,the,
,new,
,plant,
,will,
,have,
,the,
,capacity,
,to,
,build,
,"4,40,000",
,engines,
,per,
,year,
,.,
Sentence: 173,A,
,U.S.,B-ge
,jury,
,has,
,found,
,that,
,drug,
,maker,
,Merck,B-rg
,is,
,not,
,liable,
,for,
,the,
,heart,
,attack,
,suffered,
,by,
,a,
,man,
,taking,
,its,
,painkiller,
,Vioxx,B-art
,.,
Sentence: 174,The,
,New,B-ge
,Jersey,I-ge
,jurists,
,agreed,
,with,
,Merck,B-rg
,that,
,job,
,stress,
,and,
,health,
,risks,
,caused,
,the,
,60-year,
,old,
,postal,
,worker,
,to,
,have,
,a,
,heart,
,attack,
,four,
,years,
,ago,
,.,
Sentence: 175,The,
,plaintiff,
,argued,
,Vioxx,B-rg
,was,
,responsible,
,.,
Sentence: 176,The,
,jury,
,also,
,rejected,
,the,
,man,
,'s,
,claim,
,that,
,Merck,B-rg
,failed,
,to,
,properly,
,warn,
,users,
,about,
,the,
,drug,
,'s,
,risks,
,.,
Sentence: 177,Merck,B-rg
,withdrew,
,the,
,popular,
,drug,
,last,
,year,
,after,
,a,
,study,
,showed,
,it,
,doubled,
,the,
,risk,
,of,
,heart,
,problems,
,in,
,long-term,
,users,
,.,
Sentence: 178,Merck,B-rg
,is,
,facing,
,thousands,
,of,
,other,
,lawsuits,
,over,
,Vioxx,B-art
,.,
Sentence: 179,Thursday,B-tim
,'s,
,verdict,
,is,
,only,
,the,
,second,
,in,
,a,
,Vioxx,B-art
,case,
,.,
Sentence: 180,In,
,the,
,first,
,",",
,Merck,B-rg
,was,
,ordered,
,to,
,pay,
,millions,
,of,
,dollars,
,to,
,the,
,widow,
,of,
,a,
,Vioxx,B-art
,user,
,.,
Sentence: 181,Merck,B-rg
,is,
,appealing,
,that,
,decision,
,.,
Sentence: 182,The,
,rumors,
,are,
,TRUE,
,:,
,Nicole,B-per
,Ritchie,I-per
,is,
,pregnant,
,.,
Sentence: 183,Speaking,
,to,
,ABC,B-rg
,News,I-rg
,interviewer,
,Dianne,B-per
,Sawyer,I-per
,",",
,the,
,25-year-old,
,co-star,
,of,
,TV,
,'s,
,The,B-art
,Simple,I-art
,Life,I-art
,said,
,she,
,is,
,almost,
,four,
,months,
,along,
,in,
,her,
,pregnancy,
,.,
Sentence: 184,She,
,said,
,the,
,father,
,is,
,her,
,boyfriend,
,",",
,Joel,B-per
,Madden,I-per
,of,
,the,
,rock,
,band,
,Good,B-rg
,Charlotte,I-rg
,.,
Sentence: 185,Ritchie,B-per
,also,
,spoke,
,about,
,her,
,guilty,
,plea,
,last,
,week,
,to,
,driving,
,under,
,the,
,influence,
,and,
,the,
,resulting,
,four-day,
,jail,
,sentence,
,.,
Sentence: 186,"""",
,I,
,have,
,a,
,responsibility,
,and,
,it,
,'s,
,something,
,that,
,I,
,did,
,wrong,
,",",
,and,
,if,
,I,
,could,
,personally,
,apologize,
,to,
,every,
,single,
,person,
,that,
,has,
,lost,
,a,
,loved,
,one,
,from,
,drunk,
,driving,
,",",
,I,
,would,
,",",
,"""",
,she,
,said,
,.,
Sentence: 187,"""",
,And,
,unfortunately,
,I,
,ca,
,n't,
,",",
,but,
,this,
,is,
,my,
,way,
,of,
,paying,
,my,
,dues,
,and,
,taking,
,responsibility,
,and,
,being,
,an,
,adult,
,.,
,"""",
Sentence: 188,The,
,interview,
,airs,
,August,B-tim
,2,I-tim
,and,
,3,B-tim
,on,
,Good,B-art
,Morning,I-art
,America,I-art
,",",
,and,
,later,
,August,B-tim
,3,I-tim
,on,
,20/20,B-art
,.,
Sentence: 189,U.S.,B-gpe
,Senator,B-per
,John,I-per
,Warner,I-per
,of,
,the,
,southeastern,
,state,
,of,
,Virginia,B-ge
,",",
,a,
,prominent,
,Republican,
,figure,
,in,
,the,
,debate,
,over,
,the,
,war,
,in,
,Iraq,B-ge
,",",
,says,
,he,
,will,
,retire,
,after,
,finishing,
,his,
,term,
,in,
,2009,B-tim
,.,
Sentence: 190,Warner,B-per
,told,
,supporters,
,outside,
,of,
,the,
,University,B-rg
,of,I-rg
,Virginia,I-rg
,Friday,B-tim
,that,
,he,
,will,
,not,
,seek,
,a,
,sixth,
,term,
,in,
,the,
,2008,B-tim
,elections,
,.,
Sentence: 191,The,
,former,
,chairman,
,of,
,the,
,powerful,
,Senate,B-rg
,Armed,I-rg
,Services,I-rg
,Committee,I-rg
,has,
,openly,
,criticized,
,President,B-per
,Bush,I-per
,'s,
,handling,
,of,
,the,
,war,
,in,
,Iraq,B-ge
,.,
Sentence: 192,He,
,called,
,on,
,Mr.,B-per
,Bush,I-per
,earlier,
,this,
,month,
,to,
,begin,
,withdrawing,
,some,
,U.S.,B-gpe
,troops,
,from,
,Iraq,B-ge
,.,
Sentence: 193,His,
,retirement,
,will,
,leave,
,open,
,what,
,would,
,have,
,been,
,a,
,relatively,
,safe,
,seat,
,for,
,Republicans,
,in,
,the,
,fight,
,for,
,Senate,B-rg
,control,
,in,
,the,
,elections,
,.,
Sentence: 194,Democrats,
,will,
,now,
,have,
,a,
,better,
,chance,
,to,
,protect,
,or,
,expand,
,their,
,one-seat,
,majority,
,in,
,the,
,Senate,B-rg
,.,
Sentence: 195,When,
,he,
,leaves,
,office,
,",",
,the,
,80-year-old,
,former,
,Navy,B-rg
,secretary,
,will,
,have,
,served,
,30,
,years,
,as,
,a,
,U.S.,B-gpe
,senator,
,.,
Sentence: 196,The,
,United,B-rg
,Nations,I-rg
,says,
,December,B-tim
,'s,
,Indian,B-ge
,Ocean,I-ge
,tsunami,
,caused,
,around,
,$,
,520,
,million,
,in,
,damage,
,to,
,fishing,
,industries,
,in,
,seven,
,of,
,the,
,worst,
,hit,
,countries,
,.,
Sentence: 197,The,
,U.N.,B-rg
,'s,
,Food,B-rg
,and,I-rg
,Agricultural,I-rg
,Organization,I-rg
,(,
,FAO,B-rg
,),
,said,
,the,
,tsunami,
,destroyed,
,or,
,damaged,
,more,
,than,
,"1,11,000",
,fishing,
,vessels,
,in,
,the,
,region,
,.,
Sentence: 198,It,
,said,
,the,
,loss,
,was,
,significant,
,in,
,a,
,region,
,where,
,fishing,
,provides,
,a,
,vital,
,source,
,of,
,food,
,.,
Sentence: 199,The,
,FAO,B-rg
,'s,
,estimate,
,includes,
,damage,
,to,
,fishing,
,industries,
,in,
,Indonesia,B-ge
,",",
,Maldives,B-ge
,",",
,Somalia,B-ge
,",",
,Sri,B-ge
,Lanka,I-ge
,and,
,Thailand,B-ge
,.,
Sentence: 200,The,
,agency,
,says,
,it,
,has,
,sent,
,experts,
,to,
,help,
,rebuild,
,fishing,
,industry,
,infrastructure,
,lost,
,in,
,the,
,disaster,
,and,
,is,
,developing,
,strategies,
,for,
,long-term,
,recovery,
,in,
,the,
,region,
,.,
Sentence: 201,Officials,
,in,
,Indonesia,B-ge
,say,
,another,
,person,
,has,
,died,
,from,
,bird,
,flu,
,",",
,bringing,
,the,
,country,
,'s,
,death,
,toll,
,from,
,the,
,disease,
,to,
,96,
,since,
,the,
,outbreak,
,started,
,in,
,2003,B-tim
,.,
Sentence: 202,The,
,latest,
,victim,
,was,
,a,
,16-year-old,
,girl,
,from,
,the,
,town,
,of,
,Bekasi,B-ge
,",",
,on,
,the,
,eastern,
,outskirts,
,of,
,Jakarta,B-ge
,.,
Sentence: 203,Officials,
,say,
,she,
,died,
,Tuesday,B-tim
,.,
Sentence: 204,Monday,B-tim
,",",
,officials,
,reported,
,that,
,a,
,32-year-old,
,woman,
,from,
,an,
,area,
,just,
,west,
,of,
,Jakarta,B-ge
,died,
,of,
,bird,
,flu,
,last,
,week,
,",",
,at,
,her,
,home,
,in,
,the,
,city,
,of,
,Tangerang,B-ge
,.,
Sentence: 205,A,
,statement,
,from,
,the,
,health,
,ministry,
,said,
,the,
,woman,
,'s,
,family,
,kept,
,chickens,
,in,
,their,
,backyard,
,.,
Sentence: 206,Humans,
,are,
,usually,
,infected,
,with,
,bird,
,flu,
,by,
,direct,
,contact,
,with,
,infected,
,poultry,
,",",
,but,
,experts,
,fear,
,the,
,H5N1,B-nat
,virus,
,may,
,mutate,
,into,
,a,
,form,
,easily,
,transmitted,
,between,
,people,
,.,
Sentence: 207,Scientists,
,fear,
,such,
,a,
,mutation,
,could,
,spark,
,a,
,global,
,pandemic,
,with,
,a,
,potential,
,death,
,toll,
,of,
,millions,
,.,
Sentence: 208,Thailand,B-gpe
,says,
,it,
,has,
,photo,
,evidence,
,to,
,prove,
,its,
,claim,
,that,
,Islamic,B-rg
,militants,
,responsible,
,for,
,violence,
,in,
,Thailand,B-ge
,'s,
,Muslim-majority,
,south,
,are,
,training,
,in,
,neighboring,
,Malaysia,B-ge
,.,
Sentence: 209,Thai,B-gpe
,Deputy,B-per
,Interior,I-per
,Minister,I-per
,Sutham,I-per
,Saengprathum,I-per
,says,
,the,
,photos,
,show,
,the,
,militants,
,training,
,in,
,Malaysia,B-ge
,'s,
,northern,
,Kelantan,B-ge
,state,
,",",
,which,
,borders,
,southern,
,Thailand,B-ge
,.,
Sentence: 210,He,
,said,
,if,
,Malaysia,B-gpe
,wants,
,to,
,see,
,the,
,photos,
,",",
,Bangkok,B-gpe
,will,
,provide,
,them,
,.,
Sentence: 211,Thai,B-gpe
,Prime,B-per
,Minister,I-per
,Thaksin,I-per
,Shinawatra,I-per
,has,
,said,
,he,
,believes,
,some,
,of,
,the,
,insurgents,
,have,
,been,
,trained,
,in,
,Malaysia,B-ge
,",",
,Indonesia,B-ge
,and,
,southern,
,Thailand,B-ge
,.,
Sentence: 212,Malaysia,B-gpe
,and,
,Indonesia,B-gpe
,have,
,demanded,
,proof,
,of,
,Bangkok,B-gpe
,'s,
,allegations,
,.,
Sentence: 213,More,
,than,
,500,
,people,
,have,
,been,
,killed,
,this,
,year,
,in,
,an,
,insurgency,
,that,
,some,
,say,
,is,
,supported,
,by,
,extremist,
,Muslims,B-rg
,in,
,Indonesia,B-ge
,and,
,Malaysia,B-ge
,.,
Sentence: 214,Anti-Japanese,
,protests,
,in,
,the,
,western,
,Chinese,B-gpe
,city,
,of,
,Shanghai,B-ge
,turned,
,violent,
,Saturday,B-tim
,",",
,with,
,protesters,
,pelting,
,the,
,Japanese,B-gpe
,consulate,
,with,
,rocks,
,",",
,bottles,
,and,
,eggs,
,.,
Sentence: 215,Several,
,thousand,
,people,
,took,
,to,
,the,
,streets,
,of,
,Shanghai,B-ge
,as,
,part,
,of,
,a,
,new,
,wave,
,of,
,anti-Japanese,
,protests,
,over,
,Japan,B-gpe
,'s,
,bid,
,for,
,a,
,permanent,
,seat,
,on,
,the,
,U.N.,B-rg
,Security,I-rg
,Council,I-rg
,and,
,Tokyo,B-gpe
,'s,
,alleged,
,downplaying,
,of,
,war,
,atrocities,
,.,
Sentence: 216,In,
,Beijing,B-ge
,",",
,police,
,are,
,out,
,in,
,force,
,waiting,
,for,
,protests,
,to,
,begin,
,in,
,the,
,capital,
,.,
Sentence: 217,State,B-per
,Councilor,I-per
,Tang,I-per
,Jiaxuan,I-per
,told,
,the,
,official,
,Xinhua,B-rg
,news,
,agency,
,that,
,China,B-gpe
,'s,
,government,
,is,
,urging,
,people,
,to,
,protest,
,in,
,a,
,calm,
,and,
,orderly,
,manner,
,.,
Sentence: 218,Japan,B-ge
,'s,
,Foreign,B-per
,Minister,I-per
,",",
,Nobutaka,B-per
,Machimura,I-per
,",",
,arrives,
,Sunday,B-tim
,in,
,Beijing,B-ge
,for,
,talks,
,with,
,his,
,Chinese,B-gpe
,counterpart,
,",",
,Li,B-per
,Zhaoxing,I-per
,",",
,to,
,discuss,
,relations,
,between,
,the,
,two,
,countries,
,.,
Sentence: 219,Organizers,
,of,
,the,
,2012,B-eve
,Summer,I-eve
,Olympics,I-eve
,in,
,London,B-ge
,have,
